Date,Price,Open,High,Low,Vol.,Change %
4-Jul-13,666,666,666,666,-,0.00%
3-Jul-13,666,658.13,671.38,658.13,-,1.47%
2-Jul-13,656.38,656,667.88,652.38,-,-0.04%
1-Jul-13,656.63,655.5,663.75,652.88,-,-0.04%
28-Jun-13,656.88,673.13,678.13,656.13,-,-2.38%
27-Jun-13,672.88,677,683.13,672.88,-,-0.55%
26-Jun-13,676.63,684.75,690.13,676.13,-,-1.24%
25-Jun-13,685.13,687.88,694.63,684.88,-,-0.38%
24-Jun-13,687.75,700.88,701.75,685.13,-,-1.45%
21-Jun-13,697.88,700.38,704.38,696.13,-,-0.29%
20-Jun-13,699.88,703.88,707.63,695.13,-,-0.74%
19-Jun-13,705.13,684.5,710.63,682.63,-,2.66%
18-Jun-13,686.88,681.5,689.38,680.88,-,0.51%
17-Jun-13,683.38,677.88,688.63,674.75,-,0.33%
14-Jun-13,681.13,685.5,685.5,676.63,-,-0.66%
13-Jun-13,685.63,683.38,686.63,675.13,-,0.55%
12-Jun-13,681.88,694.25,696.63,679.13,-,-2.05%
11-Jun-13,696.13,690.13,699.63,686.88,-,0.85%
10-Jun-13,690.25,693.25,693.5,680.63,-,-0.86%
7-Jun-13,696.25,696.88,703.13,694.38,-,-0.32%
6-Jun-13,698.5,701.63,706.13,693.63,-,-0.41%
5-Jun-13,701.38,710.5,712.38,701.13,-,-1.16%
4-Jun-13,709.63,707.5,712.88,700.13,-,0.04%
3-Jun-13,709.38,707.75,714.38,692.63,-,0.39%
31-May-13,706.63,697.38,707.38,692.88,-,1.25%
30-May-13,697.88,699.13,702.25,687.63,-,-0.36%
29-May-13,700.38,693.5,703.88,688.88,-,0.99%
28-May-13,693.5,697.88,704.88,687.88,-,-0.41%
24-May-13,696.38,704.38,707.25,696.38,-,-1.22%
23-May-13,705,687.63,708.88,687.13,-,2.64%
22-May-13,686.88,680.5,692.63,680.13,-,1.03%
21-May-13,679.88,683.38,684.13,674.13,-,-0.93%
20-May-13,686.25,681.38,688,674.63,-,0.53%
17-May-13,682.63,688.38,689.63,680.63,-,-0.91%
16-May-13,688.88,694.13,698.88,681.63,-,-0.72%
15-May-13,693.88,710.88,711.13,692.63,-,-2.60%
14-May-13,712.38,709.25,716.63,706.88,-,0.42%
13-May-13,709.38,701.88,718.63,701.63,-,0.84%
10-May-13,703.5,722.63,724,702.38,-,-2.85%
9-May-13,724.13,704.88,727.5,702.88,-,2.64%
8-May-13,705.5,707.88,712.63,700.13,-,-0.30%
7-May-13,707.63,704.5,710.38,698.38,-,0.77%
6-May-13,702.25,713.75,714.63,700.63,-,-2.70%
3-May-13,721.75,727.63,734.88,716.63,-,-1.03%
2-May-13,729.25,720.63,729.63,717.88,-,1.34%
1-May-13,719.63,731.5,731.5,713.38,-,-1.45%
30-Apr-13,730.25,716.25,736.63,705.13,-,2.10%
29-Apr-13,715.25,696.5,719.63,695.38,-,4.13%
26-Apr-13,686.88,701.5,701.5,686.88,-,-2.10%
25-Apr-13,701.63,690.5,705.38,690.5,-,1.65%
24-Apr-13,690.25,697.75,698.63,688.63,-,-1.09%
23-Apr-13,697.88,702.88,703.5,690.38,-,-0.61%
22-Apr-13,702.13,708.13,708.13,691.38,-,-0.88%
19-Apr-13,708.38,703.63,711.38,697.63,-,0.60%
18-Apr-13,704.13,705.38,711.75,696.13,-,0.11%
17-Apr-13,703.38,703.75,715.38,698.63,-,-0.04%
16-Apr-13,703.63,692.88,703.63,689.88,-,1.59%
15-Apr-13,692.63,715,715,688.63,-,-3.01%
12-Apr-13,714.13,699,715.88,698.5,-,2.24%
11-Apr-13,698.5,697.38,705.63,693.75,-,0.23%
10-Apr-13,696.88,706.13,712.75,688.88,-,-1.47%
9-Apr-13,707.25,713.13,714.13,704.38,-,-0.63%
8-Apr-13,711.75,700,715.88,700,-,1.77%
5-Apr-13,699.38,692.38,700.38,689.38,-,0.99%
4-Apr-13,692.5,701.75,701.88,684.63,-,-1.34%
3-Apr-13,701.88,674,705.38,670.88,-,4.08%
2-Apr-13,674.38,667.38,676.25,664.63,-,1.05%
1-Apr-13,667.38,684.88,685,660.25,-,-2.50%
31-Mar-13,684.5,682.88,688,681.25,-,-0.54%
28-Mar-13,688.25,735.88,741.38,682.88,-,-6.49%
27-Mar-13,736,729.5,740.63,728.75,-,0.87%
26-Mar-13,729.63,726.38,732.5,723.63,-,0.48%
25-Mar-13,726.13,729.88,730.38,722.63,-,-0.53%
24-Mar-13,730,729.63,730.13,728.38,-,0.09%
22-Mar-13,729.38,728.5,731.38,715.63,-,0.14%
21-Mar-13,728.38,733.5,736.38,726.25,-,-0.72%
20-Mar-13,733.63,727.25,736.63,723.13,-,0.86%
19-Mar-13,727.38,714.38,727.63,709.38,-,1.86%
18-Mar-13,714.13,716.38,719.25,705.75,-,-0.35%
17-Mar-13,716.63,720.75,721.38,716,-,-0.90%
15-Mar-13,723.13,724.63,724.88,717.63,-,-0.24%
14-Mar-13,724.88,711.88,725.38,707.88,-,1.77%
13-Mar-13,712.25,702.88,712.75,697.25,-,1.32%
12-Mar-13,703,700.88,706.38,695.75,-,0.32%
11-Mar-13,700.75,699.25,707.88,695.13,-,0.20%
10-Mar-13,699.38,696,699.75,695.13,-,0.43%
8-Mar-13,696.38,695.38,702,687.5,-,0.11%
7-Mar-13,695.63,683.13,696.38,681.63,-,1.81%
6-Mar-13,683.25,705.38,706.88,681.25,-,-3.12%
5-Mar-13,705.25,703.38,708.63,701.13,-,0.25%
4-Mar-13,703.5,719.13,722.38,697.88,-,-2.16%
3-Mar-13,719,721.13,721.63,718.63,-,-0.19%
1-Mar-13,720.38,716.5,726.38,708.13,-,0.56%
28-Feb-13,716.38,712.13,722.88,711.13,-,0.61%
27-Feb-13,712,712.5,721.88,710.13,-,0.02%
26-Feb-13,711.88,705.75,711.88,698.13,-,0.85%
25-Feb-13,705.88,720.38,722.13,704.13,-,-1.98%
24-Feb-13,720.13,718.25,720.88,715.88,-,0.88%
22-Feb-13,713.88,722.63,729.63,713.88,-,-1.26%
21-Feb-13,723,736.75,737.38,719.63,-,-1.88%
20-Feb-13,736.88,732.63,740.63,727.88,-,0.56%
19-Feb-13,732.75,746.63,747.38,726.38,-,-1.25%
15-Feb-13,742,734.63,744.38,733.88,-,1.04%
14-Feb-13,734.38,737.63,740.63,725.13,-,-0.46%
13-Feb-13,737.75,734.38,737.75,722.88,-,0.48%
12-Feb-13,734.25,741.75,744.13,725.63,-,-1.03%
11-Feb-13,741.88,757.63,757.63,740.88,-,-2.11%
10-Feb-13,757.88,757,759,753.5,-,0.23%
8-Feb-13,756.13,756.63,770.63,753.13,-,-0.08%
7-Feb-13,756.75,759.88,764.25,752.88,-,-0.39%
6-Feb-13,759.75,757.75,763.88,746.63,-,0.28%
5-Feb-13,757.63,765.5,766.13,751.13,-,-1.01%
4-Feb-13,765.38,766.13,773.38,761.13,-,-0.07%
3-Feb-13,765.88,768.25,768.38,764.25,-,-0.03%
1-Feb-13,766.13,781.5,789.88,764.63,-,-1.98%
31-Jan-13,781.63,787.13,790.88,773.88,-,-0.65%
30-Jan-13,786.75,773.75,788.88,771.88,-,1.66%
29-Jan-13,773.88,778.25,784.88,773.75,-,-0.58%
28-Jan-13,778.38,779.63,782.88,770.88,-,-0.14%
27-Jan-13,779.5,778.63,780.38,777.38,-,0.47%
25-Jan-13,775.88,771.25,780.63,764.38,-,0.58%
24-Jan-13,771.38,772.63,774.88,763.13,-,-0.19%
23-Jan-13,772.88,776.13,784.88,771.13,-,-0.45%
22-Jan-13,776.38,794.88,799.63,776.13,-,-1.79%
20-Jan-13,790.5,790.5,790.5,790.5,-,0.00%
18-Jan-13,790.5,785.5,793.63,778.88,-,0.65%
17-Jan-13,785.38,786.63,787.88,776.38,-,-0.17%
16-Jan-13,786.75,783.25,790.63,777.13,-,0.43%
15-Jan-13,783.38,769.88,789.38,769.13,-,1.70%
14-Jan-13,770.25,767.63,776.63,763.5,-,0.36%
13-Jan-13,767.5,761.75,767.5,760.88,-,1.27%
11-Jan-13,757.88,745.88,771.75,736.38,-,1.59%
10-Jan-13,746,749.75,756.13,744.13,-,-0.48%
9-Jan-13,749.63,751,756.88,745.13,-,-0.17%
8-Jan-13,750.88,752.13,759.13,749.63,-,-0.18%
7-Jan-13,752.25,748.13,760.25,743.63,-,0.53%
6-Jan-13,748.25,749.5,749.5,746.5,-,-0.08%
4-Jan-13,748.88,754.38,757.63,739.88,-,-0.71%
3-Jan-13,754.25,758.75,761.13,750.25,-,-0.61%
2-Jan-13,758.88,786.88,787.38,752.63,-,-2.52%
31-Dec-12,778.5,775.13,779.88,767.88,-,0.45%
30-Dec-12,775,778.63,778.63,774.63,-,-0.43%
28-Dec-12,778.38,777,784.38,767.13,-,0.19%
27-Dec-12,776.88,775.75,777.63,764.63,-,0.13%
26-Dec-12,775.88,794.13,794.88,773.88,-,-2.30%
24-Dec-12,794.13,794.63,796.13,791.38,-,-0.05%
23-Dec-12,794.5,794.25,796.13,793.75,-,0.33%
21-Dec-12,791.88,792.38,798.63,789.88,-,-0.05%
20-Dec-12,792.25,806.75,808.38,782.88,-,-1.84%
19-Dec-12,807.13,813.5,822.63,802.13,-,-0.77%
18-Dec-12,813.38,812.88,816.38,801.63,-,0.09%
17-Dec-12,812.63,814.63,818.25,805.13,-,-0.28%
16-Dec-12,814.88,815.88,818.63,813.38,-,0.12%
14-Dec-12,813.88,808.13,817.38,806.13,-,0.73%
13-Dec-12,808,812.75,817.63,801.63,-,-0.60%
12-Dec-12,812.88,824,825.38,809.13,-,-1.34%
11-Dec-12,823.88,848.13,848.63,816.13,-,-2.83%
10-Dec-12,847.88,857.88,861.88,846.88,-,-1.14%
9-Dec-12,857.63,861.5,861.88,857,-,-0.28%
7-Dec-12,860,860.38,864.63,853.13,-,-0.06%
6-Dec-12,860.5,860.5,864.13,853.13,-,-0.01%
5-Dec-12,860.63,858.38,863.38,852.63,-,0.28%
4-Dec-12,858.25,861.5,864.88,851.88,-,-0.35%
3-Dec-12,861.25,869.38,877.13,858.38,-,-0.26%
2-Dec-12,863.5,863.5,863.5,863.5,-,0.00%
30-Nov-12,863.5,885.38,885.5,862.63,-,-2.48%
29-Nov-12,885.5,887,894.88,880.88,-,-0.16%
28-Nov-12,886.88,886.13,895.13,879.88,-,0.10%
27-Nov-12,886,864.38,888.88,864.38,-,2.49%
26-Nov-12,864.5,859.88,868.75,859.5,-,0.55%
25-Nov-12,859.75,863.13,863.13,858.5,-,1.49%
23-Nov-12,847.13,850,853.13,846.13,-,0.24%
21-Nov-12,845.13,843.75,849.38,841.13,-,0.15%
20-Nov-12,843.88,843.63,849.63,837.5,-,0.06%
19-Nov-12,843.38,837.88,847.88,836.88,-,0.69%
18-Nov-12,837.63,836.25,838.75,835.88,-,0.06%
16-Nov-12,837.13,846.13,849.63,829.63,-,-1.05%
15-Nov-12,846,847.5,856.38,843.5,-,-0.19%
14-Nov-12,847.63,854.63,857.88,845.88,-,-0.78%
13-Nov-12,854.25,858.88,864.38,843.63,-,-0.51%
12-Nov-12,858.63,883.75,884.75,855.13,-,-2.86%
11-Nov-12,883.88,885.75,885.88,882.63,-,-0.38%
9-Nov-12,887.25,900.75,911.63,884.13,-,-1.49%
8-Nov-12,900.63,889.63,904.88,886.88,-,1.26%
7-Nov-12,889.38,876.38,896.63,870.75,-,1.51%
6-Nov-12,876.13,872.13,879.63,870.25,-,0.47%
5-Nov-12,872,867.88,875.63,863.63,-,0.49%
4-Nov-12,867.75,865.38,868.5,863.38,-,0.17%
2-Nov-12,866.25,865.13,873.63,859.25,-,0.12%
1-Nov-12,865.25,867.38,877.38,861.63,-,-0.19%
31-Oct-12,866.88,860,874.13,859.5,-,0.78%
30-Oct-12,860.13,857.5,866.38,852.88,-,0.28%
29-Oct-12,857.75,861.38,871.25,857.13,-,-0.41%
28-Oct-12,861.25,863.88,864.25,860.88,-,-0.32%
26-Oct-12,864,874.88,878.13,863.38,-,-1.23%
25-Oct-12,874.75,879.13,888.63,871.38,-,-0.41%
24-Oct-12,878.38,867.5,894.75,865.75,-,1.27%
23-Oct-12,867.38,877,878.13,860.13,-,-1.11%
22-Oct-12,877.13,873.88,884.38,871.38,-,0.37%
21-Oct-12,873.88,873.38,876.25,871.63,-,0.32%
19-Oct-12,871.13,868.38,885.25,866.38,-,0.30%
18-Oct-12,868.5,856.38,875.88,855.75,-,1.43%
17-Oct-12,856.25,846.38,857.63,845.63,-,1.15%
16-Oct-12,846.5,856,857.5,843.88,-,-1.12%
15-Oct-12,856.13,852.63,857.25,841.63,-,0.38%
14-Oct-12,852.88,856.88,860.13,852.13,-,-0.47%
12-Oct-12,856.88,882.25,884.38,853.38,-,-2.89%
11-Oct-12,882.38,868.63,893.88,859.5,-,1.57%
10-Oct-12,868.75,864.38,876.63,863.63,-,0.52%
9-Oct-12,864.25,862.88,873.63,862.75,-,0.20%
8-Oct-12,862.5,858.63,867.13,856.75,-,0.42%
7-Oct-12,858.88,856.88,859.25,855.38,-,0.23%
5-Oct-12,856.88,872.13,872.63,856.63,-,-1.76%
4-Oct-12,872.25,870.25,882.63,867,-,0.22%
3-Oct-12,870.38,867.75,878.38,858.13,-,0.32%
2-Oct-12,867.63,880.13,882.38,864,-,-1.43%
1-Oct-12,880.25,895.5,901,872.38,-,-1.72%
30-Sep-12,895.63,902.13,904.13,892.13,-,-0.42%
28-Sep-12,899.38,855.75,906.5,850.75,-,5.08%
27-Sep-12,855.88,872.75,875.5,849.38,-,-1.95%
26-Sep-12,872.88,887.63,888.75,866.63,-,-1.68%
25-Sep-12,887.75,886.38,897.38,880.88,-,0.17%
24-Sep-12,886.25,902.75,904.38,883.63,-,-1.81%
23-Sep-12,902.63,896.25,906.88,896.25,-,0.42%
21-Sep-12,898.88,881.38,898.88,880.63,-,2.06%
20-Sep-12,880.75,884.88,893.63,869.13,-,-0.48%
19-Sep-12,885,867.5,885.88,866.63,-,2.11%
18-Sep-12,866.75,883.88,887.63,860.88,-,-1.91%
17-Sep-12,883.63,916.25,918.38,876.38,-,-3.55%
16-Sep-12,916.13,921.75,926.63,915.13,-,-1.05%
14-Sep-12,925.88,901.5,930.63,898.75,-,2.72%
13-Sep-12,901.38,890,904.88,885.75,-,1.29%
12-Sep-12,889.88,884,893.38,869,-,0.68%
11-Sep-12,883.88,888.25,898.13,882.38,-,-0.52%
10-Sep-12,888.5,908.75,917.38,885.38,-,-2.21%
9-Sep-12,908.63,902.75,909.88,901.38,-,0.35%
7-Sep-12,905.5,890.63,912.38,884.88,-,1.66%
6-Sep-12,890.75,867.75,894.38,867.63,-,2.64%
5-Sep-12,867.88,886.38,887.13,865.63,-,-2.10%
4-Sep-12,886.5,892,903.88,881.13,-,-0.24%
31-Aug-12,888.63,903.38,905.88,881.13,-,-1.65%
30-Aug-12,903.5,902.38,914.5,897.38,-,0.14%
29-Aug-12,902.25,876,908.13,874.13,-,3.01%
28-Aug-12,875.88,878.63,888.88,871.5,-,-0.33%
27-Aug-12,878.75,892.25,899.13,878.75,-,-1.49%
26-Aug-12,892,893.25,893.63,887.13,-,2.84%
24-Aug-12,867.38,874.25,885.75,866.13,-,-0.80%
23-Aug-12,874.38,895.63,903.25,871.63,-,-2.36%
22-Aug-12,895.5,897.5,898.63,889.63,-,-0.15%
21-Aug-12,896.88,879.25,904.63,878.25,-,1.99%
20-Aug-12,879.38,872.38,883.38,867.13,-,0.82%
19-Aug-12,872.25,873.75,876.75,871.5,-,-0.19%
17-Aug-12,873.88,863.63,879.75,863.13,-,1.17%
16-Aug-12,863.75,847,868.88,841.13,-,2.01%
15-Aug-12,846.75,845.5,850.63,840.63,-,0.13%
14-Aug-12,845.63,859.5,865.88,838.75,-,-1.60%
13-Aug-12,859.38,880.5,882.88,855,-,-2.43%
12-Aug-12,880.75,883.25,885.13,879,-,-0.70%
10-Aug-12,887,915.13,930.88,880.88,-,-3.09%
9-Aug-12,915.25,899.88,919.25,899.25,-,1.72%
8-Aug-12,899.75,887.13,902.13,869.5,-,1.38%
7-Aug-12,887.5,892,904.63,883.63,-,-0.49%
6-Aug-12,891.88,884.75,897,879.63,-,0.76%
5-Aug-12,885.13,884.25,888.38,876.88,-,-0.67%
3-Aug-12,891.13,861.63,906.88,860.75,-,3.44%
2-Aug-12,861.5,881.5,883.38,856.13,-,-2.28%
1-Aug-12,881.63,893.25,897,861.88,-,-1.23%
31-Jul-12,892.63,911.13,919.38,886.38,-,-2.02%
30-Jul-12,911,909.75,919.63,905.88,-,0.12%
29-Jul-12,909.88,908.13,912.88,903.13,-,1.24%
27-Jul-12,898.75,880.13,910.88,879.63,-,2.15%
26-Jul-12,879.88,892.88,904.13,873.88,-,-1.47%
25-Jul-12,893,863.63,908.75,863.25,-,3.43%
24-Jul-12,863.38,891.75,902.63,852.88,-,-3.20%
23-Jul-12,891.88,932.13,933.5,889.5,-,-4.33%
22-Jul-12,932.25,942,942,926.13,-,-1.23%
20-Jul-12,943.88,932.75,944.5,917,-,1.21%
19-Jul-12,932.63,898.88,937.88,896.75,-,3.81%
18-Jul-12,898.38,883.63,907.38,865.75,-,1.65%
17-Jul-12,883.75,895.75,898.13,867.75,-,-1.38%
16-Jul-12,896.13,867,897.38,864.5,-,3.37%
15-Jul-12,866.88,858,867.88,856.5,-,2.39%
13-Jul-12,846.63,845.25,865.5,845,-,0.13%
12-Jul-12,845.5,829.25,857.75,820.38,-,1.94%
11-Jul-12,829.38,822.63,848.38,803.63,-,0.84%
10-Jul-12,822.5,817.63,833.13,807,-,0.58%
9-Jul-12,817.75,821.38,844.63,815.63,-,-0.46%
8-Jul-12,821.5,818.38,823.75,815.88,-,1.78%
6-Jul-12,807.13,827.88,831.63,804.13,-,-2.52%
5-Jul-12,828,814.63,840.38,809.63,-,3.61%
3-Jul-12,799.13,775.38,800.38,774.38,-,3.05%
2-Jul-12,775.5,773.5,779.25,756.38,-,0.27%
1-Jul-12,773.38,758.88,773.88,758.88,-,1.91%
29-Jun-12,758.88,742.25,761.63,740.63,-,2.22%
28-Jun-12,742.38,747.75,757.13,741.88,-,-0.74%
27-Jun-12,747.88,742.13,763.38,739.38,-,0.81%
26-Jun-12,741.88,747.13,751.63,725.63,-,-0.69%
25-Jun-12,747,702.5,755.13,702.38,-,6.32%
24-Jun-12,702.63,696.5,706,696.5,-,4.15%
22-Jun-12,674.63,658.63,684.63,658.38,-,2.45%
21-Jun-12,658.5,658.38,681.5,655.13,-,-0.02%
20-Jun-12,658.63,649.75,664.38,641,-,1.39%
19-Jun-12,649.63,631.38,651.13,631.38,-,2.87%
18-Jun-12,631.5,615.38,633.88,613.25,-,2.60%
17-Jun-12,615.5,613.25,615.63,613.25,-,0.26%
15-Jun-12,613.88,621.38,626.63,607.75,-,-1.19%
14-Jun-12,621.25,619.25,628.88,616.38,-,0.34%
13-Jun-12,619.13,618,623.63,614.88,-,0.20%
12-Jun-12,617.88,627.13,638.75,613.38,-,-1.49%
11-Jun-12,627.25,630.13,642.13,627.13,-,-0.44%
10-Jun-12,630,631.25,634.13,629.88,-,-0.02%
8-Jun-12,630.13,635.38,638.63,627.88,-,-0.81%
7-Jun-12,635.25,625.75,644.38,620.38,-,1.54%
6-Jun-12,625.63,615.75,628.63,614.25,-,1.62%
5-Jun-12,615.63,628,630.88,612.13,-,-2.01%
4-Jun-12,628.25,613.63,631.13,613.38,-,2.40%
3-Jun-12,613.5,615.88,616,613.38,-,0.04%
1-Jun-12,613.25,645.38,646.25,611.25,-,-5.01%
31-May-12,645.63,652.38,653.75,643.13,-,-1.02%
30-May-12,652.25,660.13,660.88,644.38,-,-1.21%
29-May-12,660.25,674,683.75,655.88,-,-2.89%
25-May-12,679.88,665.25,687,661.88,-,2.18%
24-May-12,665.38,669.63,675.88,661.88,-,-0.67%
23-May-12,669.88,684.13,684.13,663.63,-,-2.05%
22-May-12,683.88,697.38,701.88,682.13,-,-1.95%
21-May-12,697.5,703.63,721.38,683.13,-,-0.91%
20-May-12,703.88,703.25,703.88,702.88,-,1.30%
18-May-12,694.88,657.75,697.13,652.63,-,5.66%
17-May-12,657.63,639,658.25,639,-,2.93%
16-May-12,638.88,609,640.13,604.13,-,4.88%
15-May-12,609.13,598.63,616.88,598.63,-,1.80%
14-May-12,598.38,598.63,601.88,592.38,-,-0.06%
13-May-12,598.75,599.13,600.88,598.63,-,0.36%
11-May-12,596.63,600.63,603.63,592.38,-,-0.71%
10-May-12,600.88,602.5,607.38,595.63,-,-0.25%
9-May-12,602.38,617.13,617.38,598.63,-,-2.41%
8-May-12,617.25,611.63,620.75,611.63,-,0.88%
7-May-12,611.88,609.13,613.88,600.88,-,0.49%
6-May-12,608.88,608.25,609.38,607.75,-,0.00%
4-May-12,608.88,618.25,620.63,599.63,-,-1.50%
3-May-12,618.13,616,621.63,613.38,-,0.32%
2-May-12,616.13,640.25,640.88,612.5,-,-3.73%
1-May-12,640,652.5,653.38,638.88,-,-1.93%
30-Apr-12,652.63,648.75,655.38,640.38,-,0.58%
29-Apr-12,648.88,647.5,651.38,647.5,-,-0.08%
27-Apr-12,649.38,636.13,654.88,632.75,-,2.10%
26-Apr-12,636,627.13,636.63,624.63,-,1.39%
25-Apr-12,627.25,638.88,642.5,624.13,-,-1.80%
24-Apr-12,638.75,632.88,646.63,631.38,-,0.91%
23-Apr-12,633,622.38,634.88,621.5,-,1.73%
22-Apr-12,622.25,623.25,623.63,621.38,-,0.87%
20-Apr-12,616.88,626,627.88,614.63,-,-1.44%
19-Apr-12,625.88,613.63,628.13,613.38,-,1.95%
18-Apr-12,613.88,616,618.5,604.25,-,-0.37%
17-Apr-12,616.13,618.63,626.88,615.13,-,-0.42%
16-Apr-12,618.75,620.38,625.38,615.13,-,-0.24%
15-Apr-12,620.25,623.25,623.25,619.5,-,-0.42%
13-Apr-12,622.88,640,643.13,618.63,-,-2.66%
12-Apr-12,639.88,629.75,645.38,629.13,-,1.59%
11-Apr-12,629.88,622.88,633.63,619.88,-,1.14%
10-Apr-12,622.75,641.5,651.63,622.63,-,-2.90%
9-Apr-12,641.38,641.75,648.88,636.88,-,-0.04%
8-Apr-12,641.63,636.63,642.63,636.63,-,0.47%
5-Apr-12,638.63,641.5,649.63,636.13,-,-0.41%
4-Apr-12,641.25,658.25,658.25,635.63,-,-2.60%
3-Apr-12,658.38,653.75,658.88,650.13,-,0.69%
2-Apr-12,653.88,663.38,664.13,649.38,-,-1.45%
1-Apr-12,663.5,662.88,665.63,662,-,0.70%
30-Mar-12,658.88,616.75,668.63,613.63,-,6.85%
29-Mar-12,616.63,633.38,635.13,611.5,-,-2.63%
28-Mar-12,633.25,640.75,646.13,630.13,-,-1.19%
27-Mar-12,640.88,658.88,663.38,638.88,-,-2.71%
26-Mar-12,658.75,650.13,670.38,650.13,-,1.31%
25-Mar-12,650.25,654.88,655.25,650.13,-,-0.67%
23-Mar-12,654.63,648.88,654.88,646.38,-,0.91%
22-Mar-12,648.75,640.63,650.38,631.38,-,1.25%
21-Mar-12,640.75,642.88,647.25,635.63,-,-0.31%
20-Mar-12,642.75,652.13,652.38,640.13,-,-1.46%
19-Mar-12,652.25,674.38,674.88,651.63,-,-3.30%
18-Mar-12,674.5,670.88,675.13,670.13,-,0.35%
16-Mar-12,672.13,663.5,672.63,660.25,-,1.28%
15-Mar-12,663.63,646.13,665.38,643.38,-,2.69%
14-Mar-12,646.25,649.75,650.88,640.88,-,-0.50%
13-Mar-12,649.5,651.38,657.38,645.25,-,-0.25%
12-Mar-12,651.13,639.13,653.13,638.75,-,1.86%
11-Mar-12,639.25,643.13,643.13,638.25,-,-0.25%
9-Mar-12,640.88,635.38,649.88,634.38,-,0.98%
8-Mar-12,634.63,640.75,647.5,633.63,-,-0.63%
7-Mar-12,638.63,658.63,658.63,636.38,-,-2.82%
6-Mar-12,657.13,671.38,671.5,655.38,-,-2.05%
5-Mar-12,670.88,673.5,677.5,667.88,-,-0.20%
2-Mar-12,672.25,663.38,675.38,657.75,-,1.40%
1-Mar-12,663,666.63,672.63,658.88,-,-0.73%
29-Feb-12,667.88,666.25,674.38,660.38,-,0.07%
28-Feb-12,667.38,651.75,668.88,649.63,-,2.08%
27-Feb-12,653.75,643.13,653.75,633.38,-,1.79%
24-Feb-12,642.25,641.88,643.38,632.63,-,0.21%
23-Feb-12,640.88,644.13,645.63,635.38,-,-0.62%
22-Feb-12,644.88,632.75,645.75,628.63,-,1.78%
21-Feb-12,633.63,648.13,648.13,623.88,-,-1.63%
17-Feb-12,644.13,626.63,646.63,626,-,2.71%
16-Feb-12,627.13,627.75,632.38,621.13,-,0.16%
15-Feb-12,626.13,635.13,640.13,624.38,-,-1.28%
14-Feb-12,634.25,640.75,642.88,632.63,-,-1.19%
13-Feb-12,641.88,635.13,642.13,631.38,-,1.91%
10-Feb-12,629.88,645.13,645.63,628.63,-,-2.40%
9-Feb-12,645.38,660.88,664.75,641.88,-,-2.38%
8-Feb-12,661.13,662.13,669.63,653.13,-,0.00%
7-Feb-12,661.13,669.13,671.88,655.38,-,-1.12%
6-Feb-12,668.63,660.25,668.88,656.75,-,1.25%
3-Feb-12,660.38,663.38,670.75,653.88,-,-0.19%
2-Feb-12,661.63,674.5,674.5,657.38,-,-1.93%
1-Feb-12,674.63,666.75,683.25,666.63,-,1.20%
31-Jan-12,666.63,645.25,667.38,644.88,-,3.53%
30-Jan-12,643.88,646.63,653.88,635.38,-,-0.52%
27-Jan-12,647.25,652.75,656.38,645.38,-,-0.90%
26-Jan-12,653.13,640.88,658,639.88,-,1.79%
25-Jan-12,641.63,632.88,648.75,629.63,-,1.26%
24-Jan-12,633.63,619.88,637.88,614.13,-,2.26%
23-Jan-12,619.63,613.63,620.5,613.63,-,1.47%
20-Jan-12,610.63,605.13,611.75,597.13,-,0.74%
19-Jan-12,606.13,592.38,606.38,591.88,-,2.36%
18-Jan-12,592.13,605.75,606.25,590.13,-,-2.11%
17-Jan-12,604.88,603.38,611.75,601.63,-,0.54%
13-Jan-12,601.63,603.88,609.88,599.13,-,-0.70%
12-Jan-12,605.88,641.38,648.63,592,-,-5.81%
11-Jan-12,643.25,639.13,643.25,632.5,-,0.57%
10-Jan-12,639.63,640.63,644.63,634.38,-,-0.43%
9-Jan-12,642.38,625.75,644.88,625.25,-,2.84%
6-Jan-12,624.63,629.38,636.88,624.63,-,-0.44%
5-Jan-12,627.38,649.13,650.13,627.13,-,-3.50%
4-Jan-12,650.13,656.38,661.13,645.63,-,-1.25%
3-Jan-12,658.38,665.88,670.5,654,-,0.80%
2-Jan-12,653.13,653.13,653.13,653.13,-,0.00%
30-Dec-11,653.13,644.38,654.38,642.63,-,1.24%
29-Dec-11,645.13,649.38,654.38,641.88,-,-0.85%
28-Dec-11,650.63,643.63,655.75,641.5,-,1.09%
27-Dec-11,643.63,629.13,646.88,628.88,-,3.52%
26-Dec-11,621.75,621.75,621.75,621.75,-,0.00%
25-Dec-11,621.75,621.75,621.75,621.75,-,-0.04%
23-Dec-11,622,620.63,627.63,618.63,-,0.08%
22-Dec-11,621.5,617.13,625.63,611.5,-,0.61%
21-Dec-11,617.75,606.63,617.88,600.63,-,1.79%
20-Dec-11,606.88,599.5,608.63,595.75,-,1.00%
19-Dec-11,600.88,585.88,603.13,581.88,-,3.04%
16-Dec-11,583.13,578.75,587.38,577.25,-,0.82%
15-Dec-11,578.38,582.63,587.75,578.38,-,-0.54%
14-Dec-11,581.5,600.38,602.63,579.63,-,-3.35%
13-Dec-11,601.63,594.13,608.88,593.38,-,1.30%
12-Dec-11,593.88,593.88,601.63,587.5,-,-0.27%
11-Dec-11,595.5,595.5,595.5,595.5,-,-0.10%
9-Dec-11,596.13,595.38,599.25,584.13,-,0.04%
8-Dec-11,595.88,600,602.88,591.25,-,-0.75%
